Country,File Paths ,Year,Values
Sri Lanka,Exportable production,1/1/2009,1.5032
Thailand,Exportable production,1/1/2009,94.7965
Togo,Exportable production,1/1/2009,199.8831
Trinidad & Tobago,Exportable production,1/1/2009,0.4069
Uganda,Exportable production,1/1/2009,2705.176
Venezuela,Exportable production,1/1/2009,0
Viet Nam,Exportable production,1/1/2009,16617.3453
Yemen,Exportable production,1/1/2009,5.1816
Angola,Gross Opening stocks,1/1/2009,40
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2009,0
Brazil,Gross Opening stocks,1/1/2009,15766
Burundi,Gross Opening stocks,1/1/2009,40.465
Ecuador,Gross Opening stocks,1/1/2009,8
Indonesia,Gross Opening stocks,1/1/2009,668
Madagascar,Gross Opening stocks,1/1/2009,111
Malawi,Gross Opening stocks,1/1/2009,0
Papua New Guinea,Gross Opening stocks,1/1/2009,38
Paraguay,Gross Opening stocks,1/1/2009,0
Peru,Gross Opening stocks,1/1/2009,0
Rwanda,Gross Opening stocks,1/1/2009,28
Timor-Leste,Gross Opening stocks,1/1/2009,0
Zimbabwe,Gross Opening stocks,1/1/2009,0
Congo,Gross Opening stocks,1/1/2009,0
Cuba,Gross Opening stocks,1/1/2009,12
Dominican Republic,Gross Opening stocks,1/1/2009,205.928
Haiti,Gross Opening stocks,1/1/2009,0
Philippines,Gross Opening stocks,1/1/2009,0
Tanzania,Gross Opening stocks,1/1/2009,36
Zambia,Gross Opening stocks,1/1/2009,0
Benin,Gross Opening stocks,1/1/2009,0
Cameroon,Gross Opening stocks,1/1/2009,125
Central African Republic,Gross Opening stocks,1/1/2009,3.333
Colombia,Gross Opening stocks,1/1/2009,730.88
Costa Rica,Gross Opening stocks,1/1/2009,51.186
Côte d'Ivoire,Gross Opening stocks,1/1/2009,1177.745
Democratic Republic of Congo,Gross Opening stocks,1/1/2009,49
El Salvador,Gross Opening stocks,1/1/2009,15.8
Equatorial Guinea,Gross Opening stocks,1/1/2009,0
Ethiopia,Gross Opening stocks,1/1/2009,1233
Gabon,Gross Opening stocks,1/1/2009,1.117
Ghana,Gross Opening stocks,1/1/2009,5
Guatemala,Gross Opening stocks,1/1/2009,2
Guinea,Gross Opening stocks,1/1/2009,95
Guyana,Gross Opening stocks,1/1/2009,0
Honduras,Gross Opening stocks,1/1/2009,159.914
India,Gross Opening stocks,1/1/2009,1889
Jamaica,Gross Opening stocks,1/1/2009,5
Kenya,Gross Opening stocks,1/1/2009,25
Lao People's Democratic Republic,Gross Opening stocks,1/1/2009,13
Liberia,Gross Opening stocks,1/1/2009,0
Mexico,Gross Opening stocks,1/1/2009,332
Nepal,Gross Opening stocks,1/1/2009,0
Nicaragua,Gross Opening stocks,1/1/2009,63.48
Nigeria,Gross Opening stocks,1/1/2009,8
Panama,Gross Opening stocks,1/1/2009,22
Sierra Leone,Gross Opening stocks,1/1/2009,15
Sri Lanka,Gross Opening stocks,1/1/2009,0
Thailand,Gross Opening stocks,1/1/2009,2
Togo,Gross Opening stocks,1/1/2009,3
Trinidad & Tobago,Gross Opening stocks,1/1/2009,0
Uganda,Gross Opening stocks,1/1/2009,476.033
Venezuela,Gross Opening stocks,1/1/2009,0
Viet Nam,Gross Opening stocks,1/1/2009,640
Yemen,Gross Opening stocks,1/1/2009,43
Angola,Exports,1/1/2009,3.42
Bolivia (Plurinational State of),Exports,1/1/2009,82.4751
Brazil,Exports,1/1/2009,30254.812
Burundi,Exports,1/1/2009,172.937
Ecuador,Exports,1/1/2009,1156.2849
Indonesia,Exports,1/1/2009,7989.6699
Madagascar,Exports,1/1/2009,44.9613
Malawi,Exports,1/1/2009,15.922
Papua New Guinea,Exports,1/1/2009,1048.9942
Paraguay,Exports,1/1/2009,0.0167
Peru,Exports,1/1/2009,2999.0867
Rwanda,Exports,1/1/2009,266.9411
Timor-Leste,Exports,1/1/2009,46.9126
Zimbabwe,Exports,1/1/2009,17.3683
Congo,Exports,1/1/2009,0
Cuba,Exports,1/1/2009,6.103
Dominican Republic,Exports,1/1/2009,55.7995
Haiti,Exports,1/1/2009,10.5835
Philippines,Exports,1/1/2009,5.4181
Tanzania,Exports,1/1/2009,647.9343
Zambia,Exports,1/1/2009,28.217
Benin,Exports,1/1/2009,0
Cameroon,Exports,1/1/2009,821.5313
Central African Republic,Exports,1/1/2009,88.259
Colombia,Exports,1/1/2009,7195.8241
Costa Rica,Exports,1/1/2009,1170.2556
Côte d'Ivoire,Exports,1/1/2009,2029.4484
Democratic Republic of Congo,Exports,1/1/2009,162.8373
El Salvador,Exports,1/1/2009,978.9297
Equatorial Guinea,Exports,1/1/2009,0
Ethiopia,Exports,1/1/2009,2904.199
Gabon,Exports,1/1/2009,0.81
Ghana,Exports,1/1/2009,13.6085
Guatemala,Exports,1/1/2009,3445.7868
Guinea,Exports,1/1/2009,462.2465
Guyana,Exports,1/1/2009,0.9437
Honduras,Exports,1/1/2009,3160.8519
India,Exports,1/1/2009,4273.6521
Jamaica,Exports,1/1/2009,16.0842
Kenya,Exports,1/1/2009,506.74
Lao People's Democratic Republic,Exports,1/1/2009,290.8689
Liberia,Exports,1/1/2009,7.692
Mexico,Exports,1/1/2009,2566.6243
Nepal,Exports,1/1/2009,1.1083
Nicaragua,Exports,1/1/2009,1695.8036
Nigeria,Exports,1/1/2009,2.2687
Panama,Exports,1/1/2009,63.7393
Sierra Leone,Exports,1/1/2009,97.7017
Sri Lanka,Exports,1/1/2009,1.5032
Thailand,Exports,1/1/2009,288.7965
Togo,Exports,1/1/2009,201.9791
Trinidad & Tobago,Exports,1/1/2009,0.4069
Uganda,Exports,1/1/2009,2668.971
Venezuela,Exports,1/1/2009,19.2481
Viet Nam,Exports,1/1/2009,14591.3453
Yemen,Exports,1/1/2009,43.1816
Angola,Total production,1/1/2018,40.3874
Bolivia (Plurinational State of),Total production,1/1/2018,82.5687
Brazil,Total production,1/1/2018,62924.8836
Burundi,Total production,1/1/2018,178.4206
Ecuador,Total production,1/1/2018,601.0001
Indonesia,Total production,1/1/2018,9417.5942
Madagascar,Total production,1/1/2018,396.3764
Malawi,Total production,1/1/2018,12.8493
Papua New Guinea,Total production,1/1/2018,930.369
Paraguay,Total production,1/1/2018,20.0135
Peru,Total production,1/1/2018,4263.3391
Rwanda,Total production,1/1/2018,267.9949
Timor-Leste,Total production,1/1/2018,139.0966
Zimbabwe,Total production,1/1/2018,8.8388
Congo,Total production,1/1/2018,3
Cuba,Total production,1/1/2018,117.9479
Dominican Republic,Total production,1/1/2018,430.9097
Haiti,Total production,1/1/2018,346.7799
Philippines,Total production,1/1/2018,206.2102
Tanzania,Total production,1/1/2018,1174.8593
Zambia,Total production,1/1/2018,20.1485
Benin,Total production,1/1/2018,0
Cameroon,Total production,1/1/2018,270.2974
Central African Republic,Total production,1/1/2018,57.5
Colombia,Total production,1/1/2018,13857.962
Costa Rica,Total production,1/1/2018,1426.6568
Côte d'Ivoire,Total production,1/1/2018,2294.343
Democratic Republic of Congo,Total production,1/1/2018,360.7167
El Salvador,Total production,1/1/2018,760.9228
Equatorial Guinea,Total production,1/1/2018,0.007
Ethiopia,Total production,1/1/2018,7776.2234
Gabon,Total production,1/1/2018,0.5025
Ghana,Total production,1/1/2018,14.9324
Guatemala,Total production,1/1/2018,4006.7343
Guinea,Total production,1/1/2018,248.4237
Guyana,Total production,1/1/2018,10.0615
Honduras,Total production,1/1/2018,7327.8803
India,Total production,1/1/2018,5302.392
Jamaica,Total production,1/1/2018,17.8543
Kenya,Total production,1/1/2018,930.4196
Lao People's Democratic Republic,Total production,1/1/2018,503.2908
Liberia,Total production,1/1/2018,7.3033
Mexico,Total production,1/1/2018,4350.7012
Nepal,Total production,1/1/2018,0.6912
Nicaragua,Total production,1/1/2018,2510.2795
Nigeria,Total production,1/1/2018,41.6208
Panama,Total production,1/1/2018,130.3021
Sierra Leone,Total production,1/1/2018,30.9901
Sri Lanka,Total production,1/1/2018,36.0659
Thailand,Total production,1/1/2018,482.0069
Togo,Total production,1/1/2018,74.3319
Trinidad & Tobago,Total production,1/1/2018,12.3647
Uganda,Total production,1/1/2018,4703.964
Venezuela,Total production,1/1/2018,525.2602
Viet Nam,Total production,1/1/2018,31174.0742
Yemen,Total production,1/1/2018,106.0735
Angola,Domestic consumption,1/1/2018,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2018,60
Brazil,Domestic consumption,1/1/2018,22250
Burundi,Domestic consumption,1/1/2018,2
Ecuador,Domestic consumption,1/1/2018,155
Indonesia,Domestic consumption,1/1/2018,4800
Madagascar,Domestic consumption,1/1/2018,375
Malawi,Domestic consumption,1/1/2018,1
Papua New Guinea,Domestic consumption,1/1/2018,2
Paraguay,Domestic consumption,1/1/2018,20
Peru,Domestic consumption,1/1/2018,250
Rwanda,Domestic consumption,1/1/2018,1
Timor-Leste,Domestic consumption,1/1/2018,0.49
Zimbabwe,Domestic consumption,1/1/2018,4
Congo,Domestic consumption,1/1/2018,3
Cuba,Domestic consumption,1/1/2018,220
Dominican Republic,Domestic consumption,1/1/2018,390
Haiti,Domestic consumption,1/1/2018,345
Philippines,Domestic consumption,1/1/2018,3300
Tanzania,Domestic consumption,1/1/2018,92
Zambia,Domestic consumption,1/1/2018,0
Benin,Domestic consumption,1/1/2018,0
Cameroon,Domestic consumption,1/1/2018,78
Central African Republic,Domestic consumption,1/1/2018,20
Colombia,Domestic consumption,1/1/2018,1791.41
Costa Rica,Domestic consumption,1/1/2018,365
Côte d'Ivoire,Domestic consumption,1/1/2018,317
Democratic Republic of Congo,Domestic consumption,1/1/2018,200
El Salvador,Domestic consumption,1/1/2018,300
Equatorial Guinea,Domestic consumption,1/1/2018,0
Ethiopia,Domestic consumption,1/1/2018,3800
Gabon,Domestic consumption,1/1/2018,0.5
Ghana,Domestic consumption,1/1/2018,2
Guatemala,Domestic consumption,1/1/2018,395
Guinea,Domestic consumption,1/1/2018,50
Guyana,Domestic consumption,1/1/2018,9
Honduras,Domestic consumption,1/1/2018,375
India,Domestic consumption,1/1/2018,1475
Jamaica,Domestic consumption,1/1/2018,9
Kenya,Domestic consumption,1/1/2018,70
Lao People's Democratic Republic,Domestic consumption,1/1/2018,155
Liberia,Domestic consumption,1/1/2018,5
Mexico,Domestic consumption,1/1/2018,2450
Nepal,Domestic consumption,1/1/2018,0
Nicaragua,Domestic consumption,1/1/2018,220
Nigeria,Domestic consumption,1/1/2018,40
Panama,Domestic consumption,1/1/2018,67
Sierra Leone,Domestic consumption,1/1/2018,5
Sri Lanka,Domestic consumption,1/1/2018,35
Thailand,Domestic consumption,1/1/2018,1400
Togo,Domestic consumption,1/1/2018,0.254
Trinidad & Tobago,Domestic consumption,1/1/2018,10
Uganda,Domestic consumption,1/1/2018,250
Venezuela,Domestic consumption,1/1/2018,1550
Viet Nam,Domestic consumption,1/1/2018,2700
Yemen,Domestic consumption,1/1/2018,65
Angola,Exportable production,1/1/2018,10.3874
Bolivia (Plurinational State of),Exportable production,1/1/2018,22.5687
Brazil,Exportable production,1/1/2018,40674.8836
Burundi,Exportable production,1/1/2018,176.4206
Ecuador,Exportable production,1/1/2018,446.0001
Indonesia,Exportable production,1/1/2018,4617.5942
Madagascar,Exportable production,1/1/2018,21.3764
Malawi,Exportable production,1/1/2018,11.8493
Papua New Guinea,Exportable production,1/1/2018,928.369
Paraguay,Exportable production,1/1/2018,0.0135
Peru,Exportable production,1/1/2018,4013.3391
Rwanda,Exportable production,1/1/2018,266.9949
Timor-Leste,Exportable production,1/1/2018,138.6066
Zimbabwe,Exportable production,1/1/2018,4.8388
Congo,Exportable production,1/1/2018,0
Cuba,Exportable production,1/1/2018,0
Dominican Republic,Exportable production,1/1/2018,40.9097
Haiti,Exportable production,1/1/2018,1.7799
Philippines,Exportable production,1/1/2018,0
Tanzania,Exportable production,1/1/2018,1082.8593
Zambia,Exportable production,1/1/2018,20.1485
Benin,Exportable production,1/1/2018,0
Cameroon,Exportable production,1/1/2018,192.2974
Central African Republic,Exportable production,1/1/2018,37.5
Colombia,Exportable production,1/1/2018,12066.552
Costa Rica,Exportable production,1/1/2018,1061.6568
Côte d'Ivoire,Exportable production,1/1/2018,1977.343
Democratic Republic of Congo,Exportable production,1/1/2018,160.7167
El Salvador,Exportable production,1/1/2018,460.9228
Equatorial Guinea,Exportable production,1/1/2018,0.007
Ethiopia,Exportable production,1/1/2018,3976.2234
Gabon,Exportable production,1/1/2018,0.0025
Ghana,Exportable production,1/1/2018,12.9324
Guatemala,Exportable production,1/1/2018,3611.7343
Guinea,Exportable production,1/1/2018,198.4237
Guyana,Exportable production,1/1/2018,1.0615
Honduras,Exportable production,1/1/2018,6952.8803
India,Exportable production,1/1/2018,3827.392
Jamaica,Exportable production,1/1/2018,8.8543
Kenya,Exportable production,1/1/2018,860.4196
Lao People's Democratic Republic,Exportable production,1/1/2018,348.2908
Liberia,Exportable production,1/1/2018,2.3033
Mexico,Exportable production,1/1/2018,1900.7012
Nepal,Exportable production,1/1/2018,0.6912
Nicaragua,Exportable production,1/1/2018,2290.2795
Nigeria,Exportable production,1/1/2018,1.6208
Panama,Exportable production,1/1/2018,63.3021
Sierra Leone,Exportable production,1/1/2018,25.9901
Sri Lanka,Exportable production,1/1/2018,1.0659
Thailand,Exportable production,1/1/2018,0
Togo,Exportable production,1/1/2018,74.0779
Trinidad & Tobago,Exportable production,1/1/2018,2.3647
Uganda,Exportable production,1/1/2018,4453.964
Venezuela,Exportable production,1/1/2018,0
Viet Nam,Exportable production,1/1/2018,28474.0742
Yemen,Exportable production,1/1/2018,41.0735
Angola,Gross Opening stocks,1/1/2018,5
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2018,0
Brazil,Gross Opening stocks,1/1/2018,9832
Burundi,Gross Opening stocks,1/1/2018,10
Ecuador,Gross Opening stocks,1/1/2018,3
Indonesia,Gross Opening stocks,1/1/2018,400
Madagascar,Gross Opening stocks,1/1/2018,10
Malawi,Gross Opening stocks,1/1/2018,0
Papua New Guinea,Gross Opening stocks,1/1/2018,5
Paraguay,Gross Opening stocks,1/1/2018,0
Peru,Gross Opening stocks,1/1/2018,40
Rwanda,Gross Opening stocks,1/1/2018,10
Timor-Leste,Gross Opening stocks,1/1/2018,0
Zimbabwe,Gross Opening stocks,1/1/2018,0
Congo,Gross Opening stocks,1/1/2018,0
Cuba,Gross Opening stocks,1/1/2018,0
Dominican Republic,Gross Opening stocks,1/1/2018,30
Haiti,Gross Opening stocks,1/1/2018,0
Philippines,Gross Opening stocks,1/1/2018,0
Tanzania,Gross Opening stocks,1/1/2018,25
Zambia,Gross Opening stocks,1/1/2018,0
Benin,Gross Opening stocks,1/1/2018,0
Cameroon,Gross Opening stocks,1/1/2018,10
Central African Republic,Gross Opening stocks,1/1/2018,0
Colombia,Gross Opening stocks,1/1/2018,978
Costa Rica,Gross Opening stocks,1/1/2018,118
Côte d'Ivoire,Gross Opening stocks,1/1/2018,150
Democratic Republic of Congo,Gross Opening stocks,1/1/2018,3
El Salvador,Gross Opening stocks,1/1/2018,15
Equatorial Guinea,Gross Opening stocks,1/1/2018,0
Ethiopia,Gross Opening stocks,1/1/2018,625
Gabon,Gross Opening stocks,1/1/2018,0
Ghana,Gross Opening stocks,1/1/2018,2
Guatemala,Gross Opening stocks,1/1/2018,5
Guinea,Gross Opening stocks,1/1/2018,20
Guyana,Gross Opening stocks,1/1/2018,0
Honduras,Gross Opening stocks,1/1/2018,234
India,Gross Opening stocks,1/1/2018,500
Jamaica,Gross Opening stocks,1/1/2018,0
Kenya,Gross Opening stocks,1/1/2018,33
Lao People's Democratic Republic,Gross Opening stocks,1/1/2018,0
Liberia,Gross Opening stocks,1/1/2018,0
Mexico,Gross Opening stocks,1/1/2018,800
Nepal,Gross Opening stocks,1/1/2018,0.9
Nicaragua,Gross Opening stocks,1/1/2018,100
Nigeria,Gross Opening stocks,1/1/2018,0
Panama,Gross Opening stocks,1/1/2018,5
Sierra Leone,Gross Opening stocks,1/1/2018,7
Sri Lanka,Gross Opening stocks,1/1/2018,0
Thailand,Gross Opening stocks,1/1/2018,10
Togo,Gross Opening stocks,1/1/2018,10
Trinidad & Tobago,Gross Opening stocks,1/1/2018,0
Uganda,Gross Opening stocks,1/1/2018,900
Venezuela,Gross Opening stocks,1/1/2018,0
Viet Nam,Gross Opening stocks,1/1/2018,4000
Yemen,Gross Opening stocks,1/1/2018,0
Angola,Exports,1/1/2018,10.3874
Bolivia (Plurinational State of),Exports,1/1/2018,22.5687
Brazil,Exports,1/1/2018,37613.8836
Burundi,Exports,1/1/2018,179.9206
Ecuador,Exports,1/1/2018,446.0001
Indonesia,Exports,1/1/2018,4717.5942
Madagascar,Exports,1/1/2018,21.3764
Malawi,Exports,1/1/2018,11.8493
Papua New Guinea,Exports,1/1/2018,928.369
Paraguay,Exports,1/1/2018,0.0135
Peru,Exports,1/1/2018,4001.3391
Rwanda,Exports,1/1/2018,266.9949
Timor-Leste,Exports,1/1/2018,138.6066
Zimbabwe,Exports,1/1/2018,4.8388
Congo,Exports,1/1/2018,0
Cuba,Exports,1/1/2018,22.9479
Dominican Republic,Exports,1/1/2018,35.9097
Haiti,Exports,1/1/2018,1.7799
Philippines,Exports,1/1/2018,6.2102
Tanzania,Exports,1/1/2018,1082.8593
Zambia,Exports,1/1/2018,20.1485
Benin,Exports,1/1/2018,0
Cameroon,Exports,1/1/2018,187.2974
Central African Republic,Exports,1/1/2018,37.5
Colombia,Exports,1/1/2018,13501.552
Costa Rica,Exports,1/1/2018,1091.6568
Côte d'Ivoire,Exports,1/1/2018,1952.343
Democratic Republic of Congo,Exports,1/1/2018,160.7167
El Salvador,Exports,1/1/2018,559.9228
Equatorial Guinea,Exports,1/1/2018,0.007
Ethiopia,Exports,1/1/2018,3801.2234
Gabon,Exports,1/1/2018,0.0025
Ghana,Exports,1/1/2018,12.9324
Guatemala,Exports,1/1/2018,3606.7343
Guinea,Exports,1/1/2018,188.4237
Guyana,Exports,1/1/2018,1.0615
Honduras,Exports,1/1/2018,6811.8803
India,Exports,1/1/2018,6022.392
Jamaica,Exports,1/1/2018,8.8543
Kenya,Exports,1/1/2018,843.4196
Lao People's Democratic Republic,Exports,1/1/2018,348.2908
Liberia,Exports,1/1/2018,2.3033
Mexico,Exports,1/1/2018,2676.7012
Nepal,Exports,1/1/2018,1.5912
Nicaragua,Exports,1/1/2018,2500.2795
Nigeria,Exports,1/1/2018,1.6208
Panama,Exports,1/1/2018,62.3021
Sierra Leone,Exports,1/1/2018,27.9901
Sri Lanka,Exports,1/1/2018,1.0659
Thailand,Exports,1/1/2018,180.0069
Togo,Exports,1/1/2018,79.0779
Trinidad & Tobago,Exports,1/1/2018,2.3647
Uganda,Exports,1/1/2018,4453.964
Venezuela,Exports,1/1/2018,0.2602
Viet Nam,Exports,1/1/2018,26474.0742
Yemen,Exports,1/1/2018,41.0735
Angola,Total production,1/1/2014,39.405
Bolivia (Plurinational State of),Total production,1/1/2014,99.8766
Brazil,Total production,1/1/2014,53304.7669
Burundi,Total production,1/1/2014,247.55
Ecuador,Total production,1/1/2014,644.0112
Indonesia,Total production,1/1/2014,10946.2773
Madagascar,Total production,1/1/2014,501.4544
Malawi,Total production,1/1/2014,24.7098
Papua New Guinea,Total production,1/1/2014,797.5642
Paraguay,Total production,1/1/2014,20.0725
Peru,Total production,1/1/2014,2883.229
Rwanda,Total production,1/1/2014,238.3438
Timor-Leste,Total production,1/1/2014,110.9242
Zimbabwe,Total production,1/1/2014,15.0124
Congo,Total production,1/1/2014,3
Cuba,Total production,1/1/2014,101.421
Dominican Republic,Total production,1/1/2014,396.9541
Haiti,Total production,1/1/2014,343.2067
Philippines,Total production,1/1/2014,193.2142
Tanzania,Total production,1/1/2014,752.6685
Zambia,Total production,1/1/2014,2.6111
Benin,Total production,1/1/2014,0
Cameroon,Total production,1/1/2014,483.1051
Central African Republic,Total production,1/1/2014,62.614
Colombia,Total production,1/1/2014,13333.3435
Costa Rica,Total production,1/1/2014,1475.0612
Côte d'Ivoire,Total production,1/1/2014,1728.0433
Democratic Republic of Congo,Total production,1/1/2014,334.871
El Salvador,Total production,1/1/2014,664.9995
Equatorial Guinea,Total production,1/1/2014,0
Ethiopia,Total production,1/1/2014,6575.2618
Gabon,Total production,1/1/2014,0.517
Ghana,Total production,1/1/2014,35.3924
Guatemala,Total production,1/1/2014,3310.0759
Guinea,Total production,1/1/2014,165.1077
Guyana,Total production,1/1/2014,9.3007
Honduras,Total production,1/1/2014,5268.2161
India,Total production,1/1/2014,5449.867
Jamaica,Total production,1/1/2014,21.0512
Kenya,Total production,1/1/2014,769.7629
Lao People's Democratic Republic,Total production,1/1/2014,552.4924
Liberia,Total production,1/1/2014,7.0733
Mexico,Total production,1/1/2014,3636.4007
Nepal,Total production,1/1/2014,2.1378
Nicaragua,Total production,1/1/2014,1897.6828
Nigeria,Total production,1/1/2014,42.7982
Panama,Total production,1/1/2014,106.2169
Sierra Leone,Total production,1/1/2014,46.4478
Sri Lanka,Total production,1/1/2014,35.7018
Thailand,Total production,1/1/2014,844.8871
Togo,Total production,1/1/2014,143.2417
Trinidad & Tobago,Total production,1/1/2014,12.0013
Uganda,Total production,1/1/2014,3744.477
Venezuela,Total production,1/1/2014,650.3983
Viet Nam,Total production,1/1/2014,26499.8404
Yemen,Total production,1/1/2014,178.3814
Angola,Domestic consumption,1/1/2014,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2014,53.5
Brazil,Domestic consumption,1/1/2014,20333
Burundi,Domestic consumption,1/1/2014,2
Ecuador,Domestic consumption,1/1/2014,155
Indonesia,Domestic consumption,1/1/2014,4417
Madagascar,Domestic consumption,1/1/2014,390
Malawi,Domestic consumption,1/1/2014,1
Papua New Guinea,Domestic consumption,1/1/2014,1.924
Paraguay,Domestic consumption,1/1/2014,20
Peru,Domestic consumption,1/1/2014,250
Rwanda,Domestic consumption,1/1/2014,1
Timor-Leste,Domestic consumption,1/1/2014,0.49
Zimbabwe,Domestic consumption,1/1/2014,4
Congo,Domestic consumption,1/1/2014,3
Cuba,Domestic consumption,1/1/2014,220
Dominican Republic,Domestic consumption,1/1/2014,388
Haiti,Domestic consumption,1/1/2014,340
Philippines,Domestic consumption,1/1/2014,2800
Tanzania,Domestic consumption,1/1/2014,76.717
Zambia,Domestic consumption,1/1/2014,0
Benin,Domestic consumption,1/1/2014,0
Cameroon,Domestic consumption,1/1/2014,75.317
Central African Republic,Domestic consumption,1/1/2014,20
Colombia,Domestic consumption,1/1/2014,1665.451
Costa Rica,Domestic consumption,1/1/2014,380.742
Côte d'Ivoire,Domestic consumption,1/1/2014,317
Democratic Republic of Congo,Domestic consumption,1/1/2014,200
El Salvador,Domestic consumption,1/1/2014,280
Equatorial Guinea,Domestic consumption,1/1/2014,0
Ethiopia,Domestic consumption,1/1/2014,3625
Gabon,Domestic consumption,1/1/2014,0.517
Ghana,Domestic consumption,1/1/2014,2
Guatemala,Domestic consumption,1/1/2014,380
Guinea,Domestic consumption,1/1/2014,50
Guyana,Domestic consumption,1/1/2014,8.9
Honduras,Domestic consumption,1/1/2014,355
India,Domestic consumption,1/1/2014,1430
Jamaica,Domestic consumption,1/1/2014,9
Kenya,Domestic consumption,1/1/2014,55
Lao People's Democratic Republic,Domestic consumption,1/1/2014,150
Liberia,Domestic consumption,1/1/2014,5
Mexico,Domestic consumption,1/1/2014,2347
Nepal,Domestic consumption,1/1/2014,0
Nicaragua,Domestic consumption,1/1/2014,211.742
Nigeria,Domestic consumption,1/1/2014,40
Panama,Domestic consumption,1/1/2014,67
Sierra Leone,Domestic consumption,1/1/2014,5
Sri Lanka,Domestic consumption,1/1/2014,35
Thailand,Domestic consumption,1/1/2014,1250
Togo,Domestic consumption,1/1/2014,0.195
Trinidad & Tobago,Domestic consumption,1/1/2014,10
Uganda,Domestic consumption,1/1/2014,229.2
Venezuela,Domestic consumption,1/1/2014,1650
Viet Nam,Domestic consumption,1/1/2014,2200
Yemen,Domestic consumption,1/1/2014,125
Angola,Exportable production,1/1/2014,9.405
Bolivia (Plurinational State of),Exportable production,1/1/2014,46.3766
Brazil,Exportable production,1/1/2014,32971.7669
Burundi,Exportable production,1/1/2014,245.55
Ecuador,Exportable production,1/1/2014,489.0112
Indonesia,Exportable production,1/1/2014,6529.2773
Madagascar,Exportable production,1/1/2014,111.4544
Malawi,Exportable production,1/1/2014,23.7098
Papua New Guinea,Exportable production,1/1/2014,795.6402
Paraguay,Exportable production,1/1/2014,0.0725
Peru,Exportable production,1/1/2014,2633.229
Rwanda,Exportable production,1/1/2014,237.3438
Timor-Leste,Exportable production,1/1/2014,110.4342
Zimbabwe,Exportable production,1/1/2014,11.0124
Congo,Exportable production,1/1/2014,0
Cuba,Exportable production,1/1/2014,0
Dominican Republic,Exportable production,1/1/2014,8.9541
Haiti,Exportable production,1/1/2014,3.2067
Philippines,Exportable production,1/1/2014,0
Tanzania,Exportable production,1/1/2014,675.9515
Zambia,Exportable production,1/1/2014,2.6111
Benin,Exportable production,1/1/2014,0
Cameroon,Exportable production,1/1/2014,407.7881
Central African Republic,Exportable production,1/1/2014,42.614
Colombia,Exportable production,1/1/2014,11667.8925
Costa Rica,Exportable production,1/1/2014,1094.3192
Côte d'Ivoire,Exportable production,1/1/2014,1411.0433
Democratic Republic of Congo,Exportable production,1/1/2014,134.871
El Salvador,Exportable production,1/1/2014,384.9995
Equatorial Guinea,Exportable production,1/1/2014,0
Ethiopia,Exportable production,1/1/2014,2950.2618
Gabon,Exportable production,1/1/2014,0
Ghana,Exportable production,1/1/2014,33.3924
Guatemala,Exportable production,1/1/2014,2930.0759
Guinea,Exportable production,1/1/2014,115.1077
Guyana,Exportable production,1/1/2014,0.4007
Honduras,Exportable production,1/1/2014,4913.2161
India,Exportable production,1/1/2014,4019.867
Jamaica,Exportable production,1/1/2014,12.0512
Kenya,Exportable production,1/1/2014,714.7629
Lao People's Democratic Republic,Exportable production,1/1/2014,402.4924
Liberia,Exportable production,1/1/2014,2.0733
Mexico,Exportable production,1/1/2014,1289.4007
Nepal,Exportable production,1/1/2014,2.1378
Nicaragua,Exportable production,1/1/2014,1685.9408
Nigeria,Exportable production,1/1/2014,2.7982
Panama,Exportable production,1/1/2014,39.2169
Sierra Leone,Exportable production,1/1/2014,41.4478
Sri Lanka,Exportable production,1/1/2014,0.7018
Thailand,Exportable production,1/1/2014,0
Togo,Exportable production,1/1/2014,143.0468
Trinidad & Tobago,Exportable production,1/1/2014,2.0013
Uganda,Exportable production,1/1/2014,3515.277
Venezuela,Exportable production,1/1/2014,0
Viet Nam,Exportable production,1/1/2014,24299.8404
Yemen,Exportable production,1/1/2014,53.3814
Angola,Gross Opening stocks,1/1/2014,5
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2014,0
Brazil,Gross Opening stocks,1/1/2014,17720
Burundi,Gross Opening stocks,1/1/2014,7
Ecuador,Gross Opening stocks,1/1/2014,3
Indonesia,Gross Opening stocks,1/1/2014,600
Madagascar,Gross Opening stocks,1/1/2014,10
Malawi,Gross Opening stocks,1/1/2014,0
Papua New Guinea,Gross Opening stocks,1/1/2014,5
Paraguay,Gross Opening stocks,1/1/2014,0
Peru,Gross Opening stocks,1/1/2014,60
Rwanda,Gross Opening stocks,1/1/2014,10
Timor-Leste,Gross Opening stocks,1/1/2014,0
Zimbabwe,Gross Opening stocks,1/1/2014,0
Congo,Gross Opening stocks,1/1/2014,0
Cuba,Gross Opening stocks,1/1/2014,0
Dominican Republic,Gross Opening stocks,1/1/2014,45
Haiti,Gross Opening stocks,1/1/2014,0
Philippines,Gross Opening stocks,1/1/2014,0
Tanzania,Gross Opening stocks,1/1/2014,38.95
Zambia,Gross Opening stocks,1/1/2014,0
Benin,Gross Opening stocks,1/1/2014,0
Cameroon,Gross Opening stocks,1/1/2014,20
